city,timestamp,sunrise,sunset,temp_C,temp_min_C,temp_max_C,feels_like_C,pressure,humidity,wind_speed,wind_deg,wind_gust,cloudiness,precipitation_prob,rain_1d,weather_main,weather_description,summary,extracted_at,is_ideal_temp,is_low_rain,is_low_wind,is_ideal_humidity,comfort_score,is_ideal_day,month,year,day_of_week
Mahajanga,2020-01-10 00:00:00.000000,2020-01-10 05:31:00,2020-01-10 18:31:00,27.7,25.1,32.2,32.5,0.0,0.0,4.88,71.0,10.8,0.0,0.0,1.1,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Friday
Mahajanga,2020-01-11 00:00:00.000000,2020-01-11 05:32:00,2020-01-11 18:31:00,27.7,24.9,31.3,33.2,0.0,0.0,3.1,185.0,8.4,0.0,0.0,7.0,Light rain,light rain,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Saturday
Mahajanga,2020-01-12 00:00:00.000000,2020-01-12 05:33:00,2020-01-12 18:31:00,27.4,24.2,31.3,32.5,0.0,0.0,4.0,29.0,8.9,0.0,0.0,3.5,Light rain,light rain,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Sunday
Mahajanga,2020-01-13 00:00:00.000000,2020-01-13 05:33:00,2020-01-13 18:32:00,27.0,24.6,30.4,32.6,0.0,0.0,3.78,29.0,9.2,0.0,0.0,8.5,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Monday
Mahajanga,2020-01-14 00:00:00.000000,2020-01-14 05:34:00,2020-01-14 18:32:00,27.1,24.4,30.5,32.5,0.0,0.0,3.64,38.0,9.4,0.0,0.0,15.0,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Tuesday
Mahajanga,2020-01-15 00:00:00.000000,2020-01-15 05:34:00,2020-01-15 18:32:00,27.9,25.1,32.2,33.7,0.0,0.0,3.28,100.0,7.9,0.0,0.0,32.8,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Wednesday
Mahajanga,2020-01-16 00:00:00.000000,2020-01-16 05:35:00,2020-01-16 18:32:00,27.8,25.0,31.6,33.1,0.0,0.0,5.6,83.0,12.9,0.0,0.0,19.9,,,,2025-07-04 13:45:42.057542,True,False,False,True,0.4,False,January,2020,Thursday
Mahajanga,2020-01-17 00:00:00.000000,2020-01-17 05:35:00,2020-01-17 18:32:00,27.1,24.2,30.5,32.1,0.0,0.0,4.3,34.0,9.5,0.0,0.0,24.4,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Friday
Mahajanga,2020-01-18 00:00:00.000000,2020-01-18 05:36:00,2020-01-18 18:32:00,27.0,25.7,29.1,32.1,0.0,0.0,4.49,14.0,10.5,0.0,0.0,12.7,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Saturday
Mahajanga,2020-01-19 00:00:00.000000,2020-01-19 05:37:00,2020-01-19 18:32:00,26.4,25.4,28.4,31.5,0.0,0.0,5.7,344.0,11.6,0.0,0.0,26.8,,,,2025-07-04 13:45:42.057542,True,False,False,True,0.4,False,January,2020,Sunday
Mahajanga,2020-01-20 00:00:00.000000,2020-01-20 05:37:00,2020-01-20 18:32:00,26.4,25.7,28.1,30.9,0.0,0.0,6.69,337.0,16.2,0.0,0.0,34.7,,,,2025-07-04 13:45:42.057542,True,False,False,True,0.4,False,January,2020,Monday
Mahajanga,2020-01-21 00:00:00.000000,2020-01-21 05:38:00,2020-01-21 18:32:00,26.3,25.7,27.4,30.4,0.0,0.0,7.31,331.0,17.4,0.0,0.0,41.9,,,,2025-07-04 13:45:42.057542,True,False,False,True,0.4,False,January,2020,Tuesday
Mahajanga,2020-01-22 00:00:00.000000,2020-01-22 05:38:00,2020-01-22 18:32:00,26.3,25.6,27.9,28.9,0.0,0.0,11.72,349.0,25.3,0.0,0.0,94.7,,,,2025-07-04 13:45:42.057542,True,False,False,True,0.4,False,January,2020,Wednesday
Mahajanga,2020-01-23 00:00:00.000000,2020-01-23 05:39:00,2020-01-23 18:32:00,26.7,26.0,28.7,29.2,0.0,0.0,12.07,303.0,26.0,0.0,0.0,47.0,,,,2025-07-04 13:45:42.057542,True,False,False,True,0.4,False,January,2020,Thursday
Mahajanga,2020-01-24 00:00:00.000000,2020-01-24 05:39:00,2020-01-24 18:32:00,27.1,25.2,29.2,31.7,0.0,0.0,5.01,299.0,10.9,0.0,0.0,4.9,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,True,False,False,True,0.4,False,January,2020,Friday
Mahajanga,2020-01-25 00:00:00.000000,2020-01-25 05:40:00,2020-01-25 18:32:00,26.9,25.2,29.0,32.4,0.0,0.0,3.56,337.0,8.7,0.0,0.0,3.6,Light rain,light rain,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Saturday
Mahajanga,2020-01-26 00:00:00.000000,2020-01-26 05:41:00,2020-01-26 18:32:00,27.1,24.3,30.6,32.0,0.0,0.0,3.83,51.0,8.4,0.0,0.0,3.8,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Sunday
Mahajanga,2020-01-27 00:00:00.000000,2020-01-27 05:41:00,2020-01-27 18:32:00,27.8,24.8,31.6,33.0,0.0,0.0,3.22,72.0,6.9,0.0,0.0,0.7,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Monday
Mahajanga,2020-01-28 00:00:00.000000,2020-01-28 05:42:00,2020-01-28 18:32:00,26.7,24.2,29.2,31.9,0.0,0.0,3.72,257.0,8.8,0.0,0.0,9.6,Light rain,light rain,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Tuesday
Mahajanga,2020-01-29 00:00:00.000000,2020-01-29 05:42:00,2020-01-29 18:32:00,26.9,25.2,28.9,32.6,0.0,0.0,3.47,307.0,8.0,0.0,0.0,4.3,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Wednesday
Mahajanga,2020-01-30 00:00:00.000000,2020-01-30 05:43:00,2020-01-30 18:31:00,26.9,25.0,30.2,32.9,0.0,0.0,3.52,69.0,8.1,0.0,0.0,20.4,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Thursday
Mahajanga,2020-01-31 00:00:00.000000,2020-01-31 05:43:00,2020-01-31 18:31:00,27.5,24.5,32.6,31.9,0.0,0.0,4.61,73.0,8.9,0.0,0.0,11.8,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,January,2020,Friday
Mahajanga,2020-02-01 00:00:00.000000,2020-02-01 05:44:00,2020-02-01 18:31:00,27.9,24.2,32.5,32.5,0.0,0.0,3.79,107.0,8.4,0.0,0.0,2.6,Light rain,light rain,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Saturday
Mahajanga,2020-02-02 00:00:00.000000,2020-02-02 05:44:00,2020-02-02 18:31:00,28.4,23.7,33.6,33.2,0.0,0.0,4.38,129.0,11.6,0.0,0.0,1.1,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,February,2020,Sunday
Mahajanga,2020-02-03 00:00:00.000000,2020-02-03 05:45:00,2020-02-03 18:31:00,28.6,24.8,33.1,32.5,0.0,0.0,4.48,130.0,9.7,0.0,0.0,0.4,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,February,2020,Monday
Mahajanga,2020-02-04 00:00:00.000000,2020-02-04 05:45:00,2020-02-04 18:30:00,28.1,25.5,31.5,34.0,0.0,0.0,2.39,79.0,8.3,0.0,0.0,1.1,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,February,2020,Tuesday
Mahajanga,2020-02-05 00:00:00.000000,2020-02-05 05:46:00,2020-02-05 18:30:00,28.4,24.4,33.1,33.3,0.0,0.0,4.21,117.0,8.7,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,False,True,True,True,0.6,False,February,2020,Wednesday
Mahajanga,2020-02-06 00:00:00.000000,2020-02-06 05:46:00,2020-02-06 18:30:00,28.0,24.5,32.1,32.8,0.0,0.0,3.47,55.0,7.7,0.0,0.0,1.1,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Thursday
Mahajanga,2020-02-07 00:00:00.000000,2020-02-07 05:47:00,2020-02-07 18:29:00,27.9,24.7,32.3,32.7,0.0,0.0,3.91,43.0,9.5,0.0,0.0,1.5,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Friday
Mahajanga,2020-02-08 00:00:00.000000,2020-02-08 05:47:00,2020-02-08 18:29:00,27.7,24.7,31.8,32.0,0.0,0.0,4.27,56.0,9.3,0.0,0.0,1.6,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Saturday
Mahajanga,2020-02-09 00:00:00.000000,2020-02-09 05:47:00,2020-02-09 18:29:00,28.2,25.1,31.6,33.6,0.0,0.0,3.11,177.0,8.8,0.0,0.0,0.4,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,February,2020,Sunday
Mahajanga,2020-02-10 00:00:00.000000,2020-02-10 05:48:00,2020-02-10 18:28:00,27.9,25.0,31.0,33.1,0.0,0.0,2.91,287.0,7.0,0.0,0.0,7.2,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Monday
Mahajanga,2020-02-11 00:00:00.000000,2020-02-11 05:48:00,2020-02-11 18:28:00,28.0,25.4,30.7,33.5,0.0,0.0,3.69,296.0,8.8,0.0,0.0,0.6,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Tuesday
Mahajanga,2020-02-12 00:00:00.000000,2020-02-12 05:49:00,2020-02-12 18:28:00,28.2,24.9,31.9,33.2,0.0,0.0,4.88,33.0,10.2,0.0,0.0,1.4,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,February,2020,Wednesday
Mahajanga,2020-02-13 00:00:00.000000,2020-02-13 05:49:00,2020-02-13 18:27:00,27.6,24.8,30.1,33.0,0.0,0.0,4.12,8.0,8.7,0.0,0.0,7.8,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Thursday
Mahajanga,2020-02-14 00:00:00.000000,2020-02-14 05:49:00,2020-02-14 18:27:00,27.6,25.4,29.7,33.2,0.0,0.0,3.94,288.0,8.4,0.0,0.0,2.4,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Friday
Mahajanga,2020-02-15 00:00:00.000000,2020-02-15 05:50:00,2020-02-15 18:26:00,28.1,25.1,30.8,33.9,0.0,0.0,4.34,267.0,9.9,0.0,0.0,1.3,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,February,2020,Saturday
Mahajanga,2020-02-16 00:00:00.000000,2020-02-16 05:50:00,2020-02-16 18:26:00,27.7,25.8,30.3,33.9,0.0,0.0,3.98,314.0,9.2,0.0,0.0,13.8,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Sunday
Mahajanga,2020-02-17 00:00:00.000000,2020-02-17 05:50:00,2020-02-17 18:25:00,27.4,24.8,30.1,33.3,0.0,0.0,4.33,9.0,10.0,0.0,0.0,7.0,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Monday
Mahajanga,2020-02-18 00:00:00.000000,2020-02-18 05:51:00,2020-02-18 18:25:00,28.0,25.0,32.4,33.9,0.0,0.0,3.21,80.0,11.3,0.0,0.0,7.3,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Tuesday
Mahajanga,2020-02-19 00:00:00.000000,2020-02-19 05:51:00,2020-02-19 18:24:00,27.8,24.7,31.7,33.6,0.0,0.0,3.36,183.0,6.8,0.0,0.0,11.1,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Wednesday
Mahajanga,2020-02-20 00:00:00.000000,2020-02-20 05:52:00,2020-02-20 18:24:00,27.0,24.4,30.4,32.6,0.0,0.0,2.86,66.0,7.2,0.0,0.0,14.0,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Thursday
Mahajanga,2020-02-21 00:00:00.000000,2020-02-21 05:52:00,2020-02-21 18:23:00,27.0,24.6,30.1,32.4,0.0,0.0,3.76,48.0,8.7,0.0,0.0,12.7,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Friday
Mahajanga,2020-02-22 00:00:00.000000,2020-02-22 05:52:00,2020-02-22 18:23:00,26.3,24.2,29.6,31.6,0.0,0.0,4.15,32.0,9.6,0.0,0.0,29.4,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Saturday
Mahajanga,2020-02-23 00:00:00.000000,2020-02-23 05:52:00,2020-02-23 18:22:00,26.3,24.4,29.6,31.8,0.0,0.0,4.3,7.0,10.9,0.0,0.0,18.7,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Sunday
Mahajanga,2020-02-24 00:00:00.000000,2020-02-24 05:53:00,2020-02-24 18:22:00,26.7,24.8,29.1,32.1,0.0,0.0,4.6,328.0,9.4,0.0,0.0,8.5,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Monday
Mahajanga,2020-02-25 00:00:00.000000,2020-02-25 05:53:00,2020-02-25 18:21:00,26.5,25.1,28.6,31.9,0.0,0.0,5.41,344.0,11.3,0.0,0.0,20.6,,,,2025-07-04 13:45:42.057542,True,False,False,True,0.4,False,February,2020,Tuesday
Mahajanga,2020-02-26 00:00:00.000000,2020-02-26 05:53:00,2020-02-26 18:20:00,26.1,24.4,29.6,31.5,0.0,0.0,3.04,68.0,7.3,0.0,0.0,41.2,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Wednesday
Mahajanga,2020-02-27 00:00:00.000000,2020-02-27 05:54:00,2020-02-27 18:20:00,26.7,24.0,31.3,32.1,0.0,0.0,3.57,58.0,8.4,0.0,0.0,11.5,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Thursday
Mahajanga,2020-02-28 00:00:00.000000,2020-02-28 05:54:00,2020-02-28 18:19:00,27.9,25.1,30.9,34.1,0.0,0.0,3.28,253.0,7.1,0.0,0.0,17.5,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Friday
Mahajanga,2020-02-29 00:00:00.000000,2020-02-29 05:54:00,2020-02-29 18:19:00,27.7,24.9,30.4,33.3,0.0,0.0,3.31,294.0,7.8,0.0,0.0,5.0,Light rain,light rain,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,February,2020,Saturday
Mahajanga,2020-03-01 00:00:00.000000,2020-03-01 05:54:00,2020-03-01 18:18:00,27.7,25.4,31.2,33.8,0.0,0.0,4.61,36.0,9.3,0.0,0.0,4.5,Light rain,light rain,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Sunday
Mahajanga,2020-03-02 00:00:00.000000,2020-03-02 05:55:00,2020-03-02 18:17:00,27.2,24.7,29.8,32.8,0.0,0.0,4.03,19.0,8.7,0.0,0.0,4.8,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Monday
Mahajanga,2020-03-03 00:00:00.000000,2020-03-03 05:55:00,2020-03-03 18:17:00,27.4,25.3,29.9,33.3,0.0,0.0,2.42,97.0,7.4,0.0,0.0,7.2,Light rain,light rain,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Tuesday
Mahajanga,2020-03-04 00:00:00.000000,2020-03-04 05:55:00,2020-03-04 18:16:00,28.0,25.1,31.4,33.7,0.0,0.0,3.36,250.0,8.0,0.0,0.0,4.1,Light rain,light rain,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Wednesday
Mahajanga,2020-03-05 00:00:00.000000,2020-03-05 05:55:00,2020-03-05 18:15:00,28.2,24.7,32.3,33.3,0.0,0.0,4.1,207.0,7.9,0.0,0.0,8.6,,,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,March,2020,Thursday
Mahajanga,2020-03-06 00:00:00.000000,2020-03-06 05:55:00,2020-03-06 18:15:00,28.0,24.8,31.5,33.7,0.0,0.0,3.22,299.0,8.1,0.0,0.0,5.7,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Friday
Mahajanga,2020-03-07 00:00:00.000000,2020-03-07 05:56:00,2020-03-07 18:14:00,27.3,26.0,29.2,33.3,0.0,0.0,4.08,344.0,8.9,0.0,0.0,12.8,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Saturday
Mahajanga,2020-03-08 00:00:00.000000,2020-03-08 05:56:00,2020-03-08 18:13:00,26.9,24.6,31.3,32.7,0.0,0.0,4.33,142.0,9.7,0.0,0.0,23.0,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Sunday
Mahajanga,2020-03-09 00:00:00.000000,2020-03-09 05:56:00,2020-03-09 18:13:00,28.3,25.4,32.5,34.0,0.0,0.0,3.0,150.0,11.1,0.0,0.0,8.0,Light rain,light rain,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,March,2020,Monday
Mahajanga,2020-03-10 00:00:00.000000,2020-03-10 05:56:00,2020-03-10 18:12:00,28.7,25.1,33.6,34.5,0.0,0.0,2.88,160.0,7.6,0.0,0.0,1.0,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,March,2020,Tuesday
Mahajanga,2020-03-11 00:00:00.000000,2020-03-11 05:56:00,2020-03-11 18:11:00,28.5,24.8,32.5,35.2,0.0,0.0,2.36,163.0,8.5,0.0,0.0,22.0,,,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,March,2020,Wednesday
Mahajanga,2020-03-12 00:00:00.000000,2020-03-12 05:57:00,2020-03-12 18:10:00,28.9,25.4,33.4,35.1,0.0,0.0,3.0,146.0,9.6,0.0,0.0,4.7,,,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,March,2020,Thursday
Mahajanga,2020-03-13 00:00:00.000000,2020-03-13 05:57:00,2020-03-13 18:10:00,28.7,25.3,32.7,34.0,0.0,0.0,3.93,210.0,8.9,0.0,0.0,0.3,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,March,2020,Friday
Mahajanga,2020-03-14 00:00:00.000000,2020-03-14 05:57:00,2020-03-14 18:09:00,28.5,25.6,31.0,34.5,0.0,0.0,3.26,255.0,7.3,0.0,0.0,2.8,,,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,March,2020,Saturday
Mahajanga,2020-03-15 00:00:00.000000,2020-03-15 05:57:00,2020-03-15 18:08:00,28.7,25.6,32.1,34.6,0.0,0.0,3.91,252.0,8.2,0.0,0.0,6.6,,,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,March,2020,Sunday
Mahajanga,2020-03-16 00:00:00.000000,2020-03-16 05:57:00,2020-03-16 18:08:00,27.5,24.3,30.9,33.3,0.0,0.0,2.87,344.0,7.4,0.0,0.0,2.0,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Monday
Mahajanga,2020-03-17 00:00:00.000000,2020-03-17 05:57:00,2020-03-17 18:07:00,28.0,25.2,30.2,33.8,0.0,0.0,4.16,321.0,9.1,0.0,0.0,0.7,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Tuesday
Mahajanga,2020-03-18 00:00:00.000000,2020-03-18 05:58:00,2020-03-18 18:06:00,27.5,25.2,30.2,32.9,0.0,0.0,3.89,288.0,8.9,0.0,0.0,0.6,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Wednesday
Mahajanga,2020-03-19 00:00:00.000000,2020-03-19 05:58:00,2020-03-19 18:05:00,27.4,25.0,29.6,33.2,0.0,0.0,3.55,312.0,8.2,0.0,0.0,0.4,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Thursday
Mahajanga,2020-03-20 00:00:00.000000,2020-03-20 05:58:00,2020-03-20 18:05:00,27.5,24.7,30.2,33.2,0.0,0.0,2.76,357.0,7.7,0.0,0.0,1.1,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Friday
Mahajanga,2020-03-21 00:00:00.000000,2020-03-21 05:58:00,2020-03-21 18:04:00,27.1,24.7,30.1,32.7,0.0,0.0,3.18,42.0,8.0,0.0,0.0,8.3,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Saturday
Mahajanga,2020-03-22 00:00:00.000000,2020-03-22 05:58:00,2020-03-22 18:03:00,28.2,24.6,32.4,33.1,0.0,0.0,3.32,119.0,7.8,0.0,0.0,2.3,Light rain,light rain,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,March,2020,Sunday
Mahajanga,2020-03-23 00:00:00.000000,2020-03-23 05:58:00,2020-03-23 18:02:00,27.8,23.7,32.4,31.4,0.0,0.0,4.0,128.0,8.3,0.0,0.0,0.1,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Monday
Mahajanga,2020-03-24 00:00:00.000000,2020-03-24 05:58:00,2020-03-24 18:02:00,28.0,23.7,32.3,32.0,0.0,0.0,4.53,138.0,9.7,0.0,0.0,0.0,Overcast,overcast,,2025-07-04 13:45:42.057542,True,True,True,True,1.0,True,March,2020,Tuesday
Mahajanga,2020-03-25 00:00:00.000000,2020-03-25 05:59:00,2020-03-25 18:01:00,28.2,24.3,32.1,33.4,0.0,0.0,2.96,46.0,6.5,0.0,0.0,0.7,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,March,2020,Wednesday
Mahajanga,2020-03-26 00:00:00.000000,2020-03-26 05:59:00,2020-03-26 18:00:00,28.0,25.5,32.0,33.0,0.0,0.0,4.0,65.0,10.0,0.0,0.0,3.0,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Thursday
Mahajanga,2020-03-27 00:00:00.000000,2020-03-27 05:59:00,2020-03-27 17:59:00,27.3,24.7,30.8,33.1,0.0,0.0,2.64,89.0,8.2,0.0,0.0,4.9,Light rain,light rain,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Friday
Mahajanga,2020-03-28 00:00:00.000000,2020-03-28 05:59:00,2020-03-28 17:59:00,26.7,24.8,30.7,32.5,0.0,0.0,4.25,91.0,10.4,0.0,0.0,11.8,,,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Saturday
Mahajanga,2020-03-29 00:00:00.000000,2020-03-29 05:59:00,2020-03-29 17:58:00,27.2,24.4,29.8,32.6,0.0,0.0,3.83,308.0,8.4,0.0,0.0,2.1,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Sunday
Mahajanga,2020-03-30 00:00:00.000000,2020-03-30 05:59:00,2020-03-30 17:57:00,27.7,24.4,30.9,33.1,0.0,0.0,4.17,266.0,9.0,0.0,0.0,0.2,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Monday
Mahajanga,2020-03-31 00:00:00.000000,2020-03-31 05:59:00,2020-03-31 17:56:00,27.8,24.0,31.2,33.4,0.0,0.0,3.04,302.0,6.4,0.0,0.0,0.5,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,March,2020,Tuesday
Mahajanga,2020-04-01 00:00:00.000000,2020-04-01 06:00:00,2020-04-01 17:56:00,28.1,25.0,30.9,33.8,0.0,0.0,3.48,350.0,8.0,0.0,0.0,1.5,Light drizzle,light drizzle,,2025-07-04 13:45:42.057542,False,False,True,True,0.3,False,April,2020,Wednesday
Mahajanga,2020-04-02 00:00:00.000000,2020-04-02 06:00:00,2020-04-02 17:55:00,27.5,24.8,30.1,33.2,0.0,0.0,3.05,303.0,7.1,0.0,0.0,1.7,Moderate drizzle,moderate drizzle,,2025-07-04 13:45:42.057542,True,False,True,True,0.7,False,April,2020,Thursday
